record_index,capture,scenario_id,lane_index,frame_index,subevent_index,packet_index,record_in_packet,stream_offset,source_actor_id,destination_actor_id,target_marker,property_hash,value_width,value_hex,value_u_le,value_f32
168,combat_autoattack.pcapng,action-mechanic-combat-and-actions,0,124,15,25,10,68,1154500318,43723073,,0x584fcfe3,1,03,3,
169,combat_autoattack.pcapng,action-mechanic-combat-and-actions,0,124,15,25,11,74,1154500318,43723073,,0x96063588,2,1800,24,
170,combat_autoattack.pcapng,action-mechanic-combat-and-actions,0,124,15,25,12,81,1154500318,43723073,,0x8e9c05be,1,01,1,
171,combat_autoattack.pcapng,action-mechanic-combat-and-actions,0,124,33,26,0,1,1154486387,43723073,,0xc0f66df7,4,ae47a140,1084311470,5.03999996
172,combat_autoattack.pcapng,action-mechanic-combat-and-actions,0,124,33,26,1,10,1154486387,43723073,,0xe14b0ca8,1,01,1,
173,combat_autoattack.pcapng,action-mechanic-combat-and-actions,0,124,33,26,2,16,1154486387,43723073,,0x2138fd71,1,01,1,
174,combat_autoattack.pcapng,action-mechanic-combat-and-actions,0,124,33,26,3,22,1154486387,43723073,,0x7b675313,1,01,1,
175,combat_autoattack.pcapng,action-mechanic-combat-and-actions,0,124,33,26,4,28,1154486387,43723073,,0xfbfbcfb1,1,01,1,
176,combat_autoattack.pcapng,action-mechanic-combat-and-actions,0,124,33,26,5,34,1154486387,43723073,,0x4232bcaa,2,b501,437,
177,combat_autoattack.pcapng,action-mechanic-combat-and-actions,0,124,33,26,6,41,1154486387,43723073,,0x7bcdfb69,2,b501,437,
178,combat_autoattack.pcapng,action-mechanic-combat-and-actions,0,124,33,26,7,48,1154486387,43723073,,0x13f89710,2,b801,440,
179,combat_autoattack.pcapng,action-mechanic-combat-and-actions,0,124,33,26,8,55,1154486387,43723073,,0x3c95d5c5,2,b801,440,
180,combat_autoattack.pcapng,action-mechanic-combat-and-actions,0,124,33,26,9,62,1154486387,43723073,,0x7532ce24,1,07,7,
181,combat_autoattack.pcapng,action-mechanic-combat-and-actions,0,124,33,26,10,68,1154486387,43723073,,0x584fcfe3,1,07,7,
182,combat_autoattack.pcapng,action-mechanic-combat-and-actions,0,124,33,26,11,74,1154486387,43723073,,0x96063588,2,1500,21,
183,combat_autoattack.pcapng,action-mechanic-combat-and-actions,0,124,33,26,12,81,1154486387,43723073,,0x8e9c05be,1,01,1,
184,combat_autoattack.pcapng,action-mechanic-combat-and-actions,0,137,0,27,0,1,43723073,43723073,,0x0b99c876,2,f809,2552,
185,combat_autoattack.pcapng,action-mechanic-combat-and-actions,0,144,0,28,0,1,43723073,43723073,,0x0b99c876,2,9e09,2462,
186,combat_autoattack.pcapng,action-mechanic-combat-and-actions,0,152,0,29,0,1,43723073,43723073,,0x0b99c876,2,4409,2372,
187,combat_autoattack.pcapng,action-mechanic-combat-and-actions,0,152,0,29,1,8,43723073,43723073,,0x4232bcaa,2,7002,624,
188,combat_skills.pcapng,action-mechanic-combat-and-actions,0,0,0,0,0,1,43723073,43723073,,0x0b99c876,2,1a06,1562,
189,combat_skills.pcapng,action-mechanic-combat-and-actions,0,7,0,1,0,1,43723073,43723073,,0x0b99c876,2,c005,1472,
190,combat_skills.pcapng,action-mechanic-combat-and-actions,0,16,0,2,0,1,43723073,43723073,,0x0b99c876,2,6605,1382,
191,combat_skills.pcapng,action-mechanic-combat-and-actions,0,18,0,3,0,1,43723073,43723073,,0x8c44e56b,4,f3ebe050,1356917747,3.01884764e+10
192,combat_skills.pcapng,action-mechanic-combat-and-actions,0,18,1,4,0,1,43723073,43723073,,0xfa5e83e4,2,5a00,90,
193,combat_skills.pcapng,action-mechanic-combat-and-actions,0,18,1,4,1,8,43723073,43723073,,0x1662a1bf,4,2fece050,1356917807,3.01885993e+10
194,combat_skills.pcapng,action-mechanic-combat-and-actions,0,25,0,5,0,1,43723073,43723073,,0x0b99c876,2,0c06,1548,
195,combat_skills.pcapng,action-mechanic-combat-and-actions,0,29,1,6,0,1,43723073,43723073,,0x0b99c876,2,b007,1968,
196,combat_skills.pcapng,action-mechanic-combat-and-actions,0,29,2,7,0,1,43723073,43723073,,0x461773ff,2,3c00,60,
197,combat_skills.pcapng,action-mechanic-combat-and-actions,0,29,2,7,1,8,43723073,43723073,,0xc642e791,4,13ece050,1356917779,3.0188542e+10
198,combat_skills.pcapng,action-mechanic-combat-and-actions,0,35,0,8,0,1,1154495957,43723073,,0x0b99c876,2,2d01,301,
199,combat_skills.pcapng,action-mechanic-combat-and-actions,0,35,0,8,1,8,1154495957,43723073,,0x4232bcaa,2,6401,356,
200,combat_skills.pcapng,action-mechanic-combat-and-actions,0,42,0,9,0,1,1154495957,43723073,,0x0b99c876,2,5902,601,
201,combat_skills.pcapng,action-mechanic-combat-and-actions,0,43,0,10,0,1,43723073,43723073,,0x0b99c876,2,c407,1988,
202,combat_skills.pcapng,action-mechanic-combat-and-actions,0,43,0,10,1,8,43723073,43723073,,0x4232bcaa,2,df02,735,
203,combat_skills.pcapng,action-mechanic-combat-and-actions,0,43,1,11,0,1,43723073,43723073,,0x81384d9e,1,01,1,
204,combat_skills.pcapng,action-mechanic-combat-and-actions,0,45,0,12,0,1,43723073,43723073,,0x0b99c876,2,2808,2088,
205,combat_skills.pcapng,action-mechanic-combat-and-actions,0,47,0,13,0,1,43723073,43723073,,0x0b99c876,2,4004,1088,
206,combat_skills.pcapng,action-mechanic-combat-and-actions,0,47,0,13,1,8,43723073,43723073,,0x4232bcaa,2,9602,662,
207,combat_skills.pcapng,action-mechanic-combat-and-actions,0,47,1,14,0,1,43723073,43723073,,0x620811c8,2,0a00,10,
208,combat_skills.pcapng,action-mechanic-combat-and-actions,0,47,1,14,1,8,43723073,43723073,,0x8d974f1c,4,e5ebe050,1356917733,3.01884477e+10
209,combat_skills.pcapng,action-mechanic-combat-and-actions,0,51,0,15,0,1,1154495957,43723073,,0x0b99c876,2,e204,1250,
210,combat_skills.pcapng,action-mechanic-combat-and-actions,0,51,0,15,1,8,1154495957,43723073,,0x4232bcaa,2,b500,181,
211,combat_skills.pcapng,action-mechanic-combat-and-actions,0,55,0,16,0,1,43723073,43723073,,0x0b99c876,2,a404,1188,
212,combat_skills.pcapng,action-mechanic-combat-and-actions,0,59,0,17,0,1,43723073,43723073,,0x0b99c876,2,b804,1208,
213,combat_skills.pcapng,action-mechanic-combat-and-actions,0,59,0,17,1,8,43723073,43723073,,0x4232bcaa,2,7f02,639,
214,combat_skills.pcapng,action-mechanic-combat-and-actions,0,62,0,18,0,1,43723073,43723073,,0x8c336da3,4,ffffffff,4294967295,nan
215,combat_skills.pcapng,action-mechanic-combat-and-actions,0,62,1,19,0,1,43723073,43723073,,0x3dd87222,2,1e00,30,
216,combat_skills.pcapng,action-mechanic-combat-and-actions,0,62,1,19,1,8,43723073,43723073,,0x5272eae9,4,fcebe050,1356917756,3.01884948e+10
217,combat_skills.pcapng,action-mechanic-combat-and-actions,0,64,0,20,0,1,1154495957,43723073,,0x0b99c876,2,6308,2147,
218,combat_skills.pcapng,action-mechanic-combat-and-actions,0,64,0,20,1,8,1154495957,43723073,,0x4232bcaa,2,1400,20,
219,combat_skills.pcapng,action-mechanic-combat-and-actions,0,69,0,21,0,1,43723073,43723073,,0x0b99c876,2,1c05,1308,
220,combat_skills.pcapng,action-mechanic-combat-and-actions,0,75,0,22,0,1,43723073,43723073,,0x0b99c876,2,2803,808,
221,combat_skills.pcapng,action-mechanic-combat-and-actions,0,75,1,23,0,1,43723073,43723073,,0xacc58f29,4,8f240000,9359,1.31147523e-41
222,combat_skills.pcapng,action-mechanic-combat-and-actions,0,75,1,23,1,39,43723073,43723073,charaWork/battleStateForSelf,0x7b71de03,2,2800,40,
223,combat_skills.pcapng,action-mechanic-combat-and-actions,0,75,1,23,2,46,43723073,43723073,charaWork/battleStateForSelf,0x9db2fd87,4,09ece050,1356917769,3.01885215e+10
224,combat_skills.pcapng,action-mechanic-combat-and-actions,0,77,0,24,0,1,1154495957,43723073,,0x0b99c876,2,1d0a,2589,
225,combat_skills.pcapng,action-mechanic-combat-and-actions,0,77,0,24,1,8,1154495957,43723073,,0x4232bcaa,2,0000,0,
226,combat_skills.pcapng,action-mechanic-combat-and-actions,0,81,0,25,0,1,1154495957,43723073,,0x8e9c05be,1,04,4,
227,combat_skills.pcapng,action-mechanic-combat-and-actions,0,91,27,26,0,1,43723073,43723073,,0x0b99c876,2,8c03,908,
228,combat_skills.pcapng,action-mechanic-combat-and-actions,0,92,0,27,0,1,43723073,43723073,,0x81384d9e,1,00,0,
229,combat_skills.pcapng,action-mechanic-combat-and-actions,0,97,0,28,0,1,43723073,43723073,,0x0b99c876,2,f003,1008,
230,combat_skills.pcapng,action-mechanic-combat-and-actions,0,104,0,29,0,1,43723073,43723073,,0x0b99c876,2,5404,1108,
231,combat_skills.pcapng,action-mechanic-combat-and-actions,0,112,0,30,0,1,43723073,43723073,,0x0b99c876,2,b804,1208,
232,combat_skills.pcapng,action-mechanic-combat-and-actions,0,112,0,30,1,8,43723073,43723073,,0x4232bcaa,2,8a02,650,
233,friendlist_search.pcapng,social-mechanic-party-and-friends,0,12,0,0,0,1,43723073,43723073,,0xd6917eac,4,cb6fa93e,1051291595,0.330931038
234,friendlist_search.pcapng,social-mechanic-party-and-friends,0,18,0,1,0,1,43723073,43723073,,0x2f394338,95,00001e001f001a00000000001e00110000000000000000000000000000000000000000000000000000001e00300000000000000000000000000000000000000000000100000000000000000000000400000000000000000000000000000001,23689546086131422960647270026588478931810543511767355224817149726088099732704467060448801016904626901090673271012573964141206168177375992194805640105139955628274877115814291537253188586678700325350593306698432252651958750281728,
235,friendlist_search.pcapng,social-mechanic-party-and-friends,0,19,0,2,0,1,43723073,43723073,,0x2f394338,11,0000000000000000000003,3626777458843887524118528,
236,friendlist_search.pcapng,social-mechanic-party-and-friends,0,21,0,3,0,1,43723073,43723073,,0x0ad1ce80,95,ff003200320032003200320032003200ff003200ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff0032003200ff00ff00ff00ff00ff0032003200320032003200320032003200ff00ff00320032003200ff00ff00ff00ff00ff00ff0001,23781723308256447952712045396340806180869615993167844472432004100322134239808893960801433895105628498007153485506402098817483122103465021464215785337914822543512982255564054035911411498352514656202031940640693663228366840529151,
237,friendlist_search.pcapng,social-mechanic-party-and-friends,0,22,0,4,0,1,43723073,43723073,,0x0ad1ce80,11,ff00ff00ff00ff00ff0003,3631481450359897754370303,
238,friendlist_search.pcapng,social-mechanic-party-and-friends,0,31,0,5,0,1,43723073,43723073,,0xd6917eac,4,d578a93e,1051293909,0.331
239,from_gridania_to_blackshroud.pcapng,zone-mechanic-cross-zone-travel,0,6,0,0,0,1,1155006516,43723073,,0xe14b0ca8,1,01,1,
240,from_gridania_to_blackshroud.pcapng,zone-mechanic-cross-zone-travel,0,6,0,0,1,7,1155006516,43723073,,0x2138fd71,1,01,1,
241,from_gridania_to_blackshroud.pcapng,zone-mechanic-cross-zone-travel,0,6,0,0,2,13,1155006516,43723073,,0xfbfbcfb1,1,01,1,
242,from_gridania_to_blackshroud.pcapng,zone-mechanic-cross-zone-travel,0,11,14,1,0,1,1155006504,43723073,,0xe14b0ca8,1,01,1,
243,from_gridania_to_blackshroud.pcapng,zone-mechanic-cross-zone-travel,0,11,14,1,1,7,1155006504,43723073,,0x2138fd71,1,01,1,
244,from_gridania_to_blackshroud.pcapng,zone-mechanic-cross-zone-travel,0,11,14,1,2,13,1155006504,43723073,,0xfbfbcfb1,1,01,1,
245,from_gridania_to_blackshroud.pcapng,zone-mechanic-cross-zone-travel,0,12,10,2,0,1,1155006485,43723073,,0xe14b0ca8,1,01,1,
246,from_gridania_to_blackshroud.pcapng,zone-mechanic-cross-zone-travel,0,12,10,2,1,7,1155006485,43723073,,0x2138fd71,1,01,1,
247,from_gridania_to_blackshroud.pcapng,zone-mechanic-cross-zone-travel,0,12,10,2,2,13,1155006485,43723073,,0xfbfbcfb1,1,01,1,
248,from_gridania_to_blackshroud.pcapng,zone-mechanic-cross-zone-travel,0,21,13,3,0,1,1155006505,43723073,,0xe14b0ca8,1,01,1,
249,from_gridania_to_blackshroud.pcapng,zone-mechanic-cross-zone-travel,0,24,10,4,0,1,1155006499,43723073,,0xe14b0ca8,1,01,1,
250,from_gridania_to_blackshroud.pcapng,zone-mechanic-cross-zone-travel,0,24,10,4,1,7,1155006499,43723073,,0x2138fd71,1,01,1,
251,from_gridania_to_blackshroud.pcapng,zone-mechanic-cross-zone-travel,0,24,10,4,2,13,1155006499,43723073,,0xfbfbcfb1,1,01,1,
252,from_gridania_to_blackshroud.pcapng,zone-mechanic-cross-zone-travel,0,33,10,5,0,1,1155006500,43723073,,0xe14b0ca8,1,01,1,
253,from_gridania_to_blackshroud.pcapng,zone-mechanic-cross-zone-travel,0,33,10,5,1,7,1155006500,43723073,,0x2138fd71,1,01,1,
254,from_gridania_to_blackshroud.pcapng,zone-mechanic-cross-zone-travel,0,33,10,5,2,13,1155006500,43723073,,0xfbfbcfb1,1,01,1,
255,from_gridania_to_blackshroud.pcapng,zone-mechanic-cross-zone-travel,0,38,14,6,0,1,1155006494,43723073,,0xe14b0ca8,1,01,1,
256,from_gridania_to_blackshroud.pcapng,zone-mechanic-cross-zone-travel,0,38,14,6,1,7,1155006494,43723073,,0x2138fd71,1,01,1,
257,from_gridania_to_blackshroud.pcapng,zone-mechanic-cross-zone-travel,0,38,14,6,2,13,1155006494,43723073,,0xfbfbcfb1,1,01,1,
258,from_gridania_to_blackshroud.pcapng,zone-mechanic-cross-zone-travel,0,42,15,7,0,1,1155006511,43723073,,0xe14b0ca8,1,01,1,
259,from_gridania_to_blackshroud.pcapng,zone-mechanic-cross-zone-travel,0,42,32,8,0,1,1155006489,43723073,,0xe14b0ca8,1,01,1,
260,from_gridania_to_blackshroud.pcapng,zone-mechanic-cross-zone-travel,0,42,32,8,1,7,1155006489,43723073,,0x2138fd71,1,01,1,
261,from_gridania_to_blackshroud.pcapng,zone-mechanic-cross-zone-travel,0,42,32,8,2,13,1155006489,43723073,,0x83af687b,1,01,1,
262,from_gridania_to_blackshroud.pcapng,zone-mechanic-cross-zone-travel,0,42,32,8,3,19,1155006489,43723073,,0xfbfbcfb1,1,01,1,
263,from_gridania_to_blackshroud.pcapng,zone-mechanic-cross-zone-travel,0,42,32,8,4,25,1155006489,43723073,,0x4232bcaa,2,8b03,907,
264,from_gridania_to_blackshroud.pcapng,zone-mechanic-cross-zone-travel,0,42,32,8,5,32,1155006489,43723073,,0x7bcdfb69,2,8b03,907,
265,from_gridania_to_blackshroud.pcapng,zone-mechanic-cross-zone-travel,0,42,32,8,6,39,1155006489,43723073,,0x13f89710,2,0100,1,
266,from_gridania_to_blackshroud.pcapng,zone-mechanic-cross-zone-travel,0,42,32,8,7,46,1155006489,43723073,,0x3c95d5c5,2,0100,1,
267,from_gridania_to_blackshroud.pcapng,zone-mechanic-cross-zone-travel,0,54,8,9,0,1,1155006489,43723073,,0xe14b0ca8,1,01,1,
268,from_gridania_to_blackshroud.pcapng,zone-mechanic-cross-zone-travel,0,54,8,9,1,7,1155006489,43723073,,0x2138fd71,1,01,1,
269,from_gridania_to_blackshroud.pcapng,zone-mechanic-cross-zone-travel,0,54,8,9,2,13,1155006489,43723073,,0x83af687b,1,01,1,
270,from_gridania_to_blackshroud.pcapng,zone-mechanic-cross-zone-travel,0,54,8,9,3,19,1155006489,43723073,,0xfbfbcfb1,1,01,1,
271,from_gridania_to_blackshroud.pcapng,zone-mechanic-cross-zone-travel,0,54,8,9,4,25,1155006489,43723073,,0x4232bcaa,2,8b03,907,
272,from_gridania_to_blackshroud.pcapng,zone-mechanic-cross-zone-travel,0,54,8,9,5,32,1155006489,43723073,,0x7bcdfb69,2,8b03,907,
273,from_gridania_to_blackshroud.pcapng,zone-mechanic-cross-zone-travel,0,54,8,9,6,39,1155006489,43723073,,0x13f89710,2,0100,1,
274,from_gridania_to_blackshroud.pcapng,zone-mechanic-cross-zone-travel,0,54,8,9,7,46,1155006489,43723073,,0x3c95d5c5,2,0100,1,
275,from_gridania_to_blackshroud.pcapng,zone-mechanic-cross-zone-travel,0,54,23,10,0,1,1155006496,43723073,,0xe14b0ca8,1,01,1,
276,from_gridania_to_blackshroud.pcapng,zone-mechanic-cross-zone-travel,0,54,23,10,1,7,1155006496,43723073,,0x2138fd71,1,01,1,
277,from_gridania_to_blackshroud.pcapng,zone-mechanic-cross-zone-travel,0,54,23,10,2,13,1155006496,43723073,,0xfbfbcfb1,1,01,1,
278,from_gridania_to_blackshroud.pcapng,zone-mechanic-cross-zone-travel,0,59,14,11,0,1,1155006490,43723073,,0xe14b0ca8,1,01,1,
279,from_gridania_to_blackshroud.pcapng,zone-mechanic-cross-zone-travel,0,59,14,11,1,7,1155006490,43723073,,0x2138fd71,1,01,1,
280,from_gridania_to_blackshroud.pcapng,zone-mechanic-cross-zone-travel,0,59,14,11,2,13,1155006490,43723073,,0xfbfbcfb1,1,01,1,
281,from_gridania_to_blackshroud.pcapng,zone-mechanic-cross-zone-travel,0,64,14,12,0,1,1155006491,43723073,,0xe14b0ca8,1,01,1,
282,from_gridania_to_blackshroud.pcapng,zone-mechanic-cross-zone-travel,0,64,14,12,1,7,1155006491,43723073,,0x2138fd71,1,01,1,
283,from_gridania_to_blackshroud.pcapng,zone-mechanic-cross-zone-travel,0,64,14,12,2,13,1155006491,43723073,,0xfbfbcfb1,1,01,1,
284,from_gridania_to_blackshroud.pcapng,zone-mechanic-cross-zone-travel,0,64,29,13,0,1,1155006492,43723073,,0xe14b0ca8,1,01,1,
285,from_gridania_to_blackshroud.pcapng,zone-mechanic-cross-zone-travel,0,64,29,13,1,7,1155006492,43723073,,0x2138fd71,1,01,1,
286,from_gridania_to_blackshroud.pcapng,zone-mechanic-cross-zone-travel,0,64,29,13,2,13,1155006492,43723073,,0xfbfbcfb1,1,01,1,
287,from_gridania_to_blackshroud.pcapng,zone-mechanic-cross-zone-travel,0,65,5,14,0,1,1155006496,43723073,,0xe14b0ca8,1,01,1,
288,from_gridania_to_blackshroud.pcapng,zone-mechanic-cross-zone-travel,0,65,5,14,1,7,1155006496,43723073,,0x2138fd71,1,01,1,
289,from_gridania_to_blackshroud.pcapng,zone-mechanic-cross-zone-travel,0,65,5,14,2,13,1155006496,43723073,,0xfbfbcfb1,1,01,1,
290,from_gridania_to_blackshroud.pcapng,zone-mechanic-cross-zone-travel,0,71,10,15,0,1,1155006486,43723073,,0xe14b0ca8,1,01,1,
291,from_gridania_to_blackshroud.pcapng,zone-mechanic-cross-zone-travel,0,71,10,15,1,7,1155006486,43723073,,0x2138fd71,1,01,1,
292,from_gridania_to_blackshroud.pcapng,zone-mechanic-cross-zone-travel,0,71,10,15,2,13,1155006486,43723073,,0xfbfbcfb1,1,01,1,
293,from_gridania_to_blackshroud.pcapng,zone-mechanic-cross-zone-travel,0,71,25,16,0,1,1155006477,43723073,,0xe14b0ca8,1,01,1,
294,from_gridania_to_blackshroud.pcapng,zone-mechanic-cross-zone-travel,0,71,25,16,1,7,1155006477,43723073,,0x2138fd71,1,01,1,
295,from_gridania_to_blackshroud.pcapng,zone-mechanic-cross-zone-travel,0,71,25,16,2,13,1155006477,43723073,,0xfbfbcfb1,1,01,1,
296,from_gridania_to_blackshroud.pcapng,zone-mechanic-cross-zone-travel,0,72,1,17,0,1,1155006476,43723073,,0xe14b0ca8,1,01,1,
297,from_gridania_to_blackshroud.pcapng,zone-mechanic-cross-zone-travel,0,72,1,17,1,7,1155006476,43723073,,0x2138fd71,1,01,1,
298,from_gridania_to_blackshroud.pcapng,zone-mechanic-cross-zone-travel,0,72,1,17,2,13,1155006476,43723073,,0xfbfbcfb1,1,01,1,
299,from_gridania_to_blackshroud.pcapng,zone-mechanic-cross-zone-travel,0,72,16,18,0,1,1155006497,43723073,,0xe14b0ca8,1,01,1,
300,from_gridania_to_blackshroud.pcapng,zone-mechanic-cross-zone-travel,0,72,16,18,1,7,1155006497,43723073,,0x2138fd71,1,01,1,
301,from_gridania_to_blackshroud.pcapng,zone-mechanic-cross-zone-travel,0,72,16,18,2,13,1155006497,43723073,,0xfbfbcfb1,1,01,1,
302,from_gridania_to_blackshroud.pcapng,zone-mechanic-cross-zone-travel,0,182,15,19,0,1,1155006510,43723073,,0xe14b0ca8,1,01,1,
303,from_gridania_to_blackshroud.pcapng,zone-mechanic-cross-zone-travel,0,235,1,20,0,1,43723073,43723073,,0x7532ce24,1,04,4,
304,from_gridania_to_blackshroud.pcapng,zone-mechanic-cross-zone-travel,0,235,1,20,1,7,43723073,43723073,,0x96063588,2,1a00,26,
305,from_gridania_to_blackshroud.pcapng,zone-mechanic-cross-zone-travel,0,235,1,20,2,36,43723073,43723073,charaWork/stateForAll,0x8c44e56b,4,ffffffff,4294967295,nan
306,from_gridania_to_blackshroud.pcapng,zone-mechanic-cross-zone-travel,0,235,1,20,3,45,43723073,43723073,charaWork/stateForAll,0x8c336da3,4,ffffffff,4294967295,nan
307,from_gridania_to_blackshroud.pcapng,zone-mechanic-cross-zone-travel,0,235,1,20,4,54,43723073,43723073,charaWork/stateForAll,0x6d5633b9,4,ffffffff,4294967295,nan
308,from_gridania_to_blackshroud.pcapng,zone-mechanic-cross-zone-travel,0,235,1,20,5,63,43723073,43723073,charaWork/stateForAll,0xd5c5254a,4,ffffffff,4294967295,nan
309,from_gridania_to_blackshroud.pcapng,zone-mechanic-cross-zone-travel,0,235,1,20,6,72,43723073,43723073,charaWork/stateForAll,0x01e244c5,4,ffffffff,4294967295,nan
310,from_gridania_to_blackshroud.pcapng,zone-mechanic-cross-zone-travel,0,235,1,20,7,81,43723073,43723073,charaWork/stateForAll,0x50ffb0a4,4,ffffffff,4294967295,nan
